"grade_feedback_id","problem_log_id","teacher_xid","grade","feedback","active_batch","time_taken_seconds","created_at"
6340,156808016,3097639,4,Awesome!,5,138,2022-08-02 06:51:41.543 -0400
6341,156770406,3097639,4,Awesome!,5,7,2022-08-02 06:51:48.808 -0400
6342,156769854,3097639,4,Awesome!,5,7,2022-08-02 06:51:56.741 -0400
6343,156808082,3097639,1,Count all of the heights. ,5,20,2022-08-02 06:52:17.617 -0400
6344,156770853,3097639,1,Count the x's for all of the heights. ,5,39,2022-08-02 06:52:57.170 -0400
6345,156770228,3097639,1,Please reread the question.,5,21,2022-08-02 06:53:18.683 -0400
6346,156771455,3097639,1,Count the x's for all the heights.,5,22,2022-08-02 06:53:41.074 -0400
6347,156770171,3097639,4,Perfect!,5,8,2022-08-02 06:53:49.537 -0400
6348,156796650,3097639,0,Please reread the question.,5,10,2022-08-02 06:54:00.275 -0400
6349,156770231,3097639,1,Count the x's for all of the heights. ,5,22,2022-08-02 06:54:22.347 -0400
6350,156769873,3097639,1,Please reread the question.,5,26,2022-08-02 06:54:49.254 -0400
6351,156771167,3097639,4,Perfect!,5,8,2022-08-02 06:54:57.821 -0400
6352,156770129,3097639,4,Perfect!,5,7,2022-08-02 06:55:05.049 -0400
6353,156796259,3097639,1,Please reread the question.,5,13,2022-08-02 06:55:18.397 -0400
6354,156770292,3097639,1,Count the x's for all the heights. ,5,18,2022-08-02 06:55:36.875 -0400
6355,156770763,3097639,1,Count the x's for all of the heights. ,5,11,2022-08-02 06:55:48.719 -0400
6356,156796601,3097639,1,Reread the question.,5,15,2022-08-02 06:56:04.321 -0400
6357,156771851,3097639,2,Reread your response to make it more clear. ,5,31,2022-08-02 06:56:35.740 -0400
6358,156800537,3097639,3,Please give an explanation.,5,57,2022-08-02 06:57:33.569 -0400
6359,156770760,3097639,1,Count the x's for all the heights. ,5,17,2022-08-02 06:57:51.134 -0400
6360,156770515,3097639,1,Explain what you counted.,5,15,2022-08-02 06:58:06.948 -0400
6361,156771199,3097639,4,Perfect!,5,9,2022-08-02 06:58:16.165 -0400
6362,156771277,3097639,4,Perfect!,5,7,2022-08-02 06:58:24.155 -0400
6363,156771272,3097639,4,Perfect!,5,7,2022-08-02 06:58:31.949 -0400
6364,156771570,3097639,1,Reread the prompt to answer again.,5,17,2022-08-02 06:58:50.046 -0400
6365,156771247,3097639,4,Perfect!,5,6,2022-08-02 06:58:56.831 -0400
6366,156771255,3097639,4,Perfect!,5,6,2022-08-02 06:59:03.309 -0400
6367,156797592,3097639,0,Reread the question.,5,80,2022-08-02 07:00:24.274 -0400
6368,156796712,3097639,0,Reread the prompt and question.,5,35,2022-08-02 07:01:00.219 -0400
6369,156799620,3097639,4,Awesome!,5,22,2022-08-02 07:01:22.872 -0400
6370,156773069,3097639,0,Reread the prompt.,5,22,2022-08-02 07:01:45.432 -0400
6371,156797161,3097639,0,Reread the question and prompt.,5,16,2022-08-02 07:02:02.514 -0400
6372,156798785,3097639,0,Reread the prompt and question.,5,24,2022-08-02 07:02:27.198 -0400
6373,156797174,3097639,1,Reread the prompt.,5,20,2022-08-02 07:02:47.665 -0400
6374,156797449,3097639,0,Reread the prompt and question.,5,147,2022-08-02 07:05:15.233 -0400
6375,156772229,3097639,0,Reread the prompt and question.,5,19,2022-08-02 07:05:34.366 -0400
6376,156797290,3097639,0,Reread the prompt and question.,5,18,2022-08-02 07:05:52.705 -0400
6377,156798806,3097639,0,Reread the prompt and question.,5,16,2022-08-02 07:06:09.701 -0400
6378,156797755,3097639,0,Reread the prompt and question.,5,17,2022-08-02 07:06:27.805 -0400
6379,156797458,3097639,0,Reread the prompt and question.,5,17,2022-08-02 07:06:45.209 -0400
6380,156771995,3097639,0,Reread the question.,5,1478,2022-08-02 07:31:24.289 -0400
6381,156797432,3097639,0,Reread the question.,5,15,2022-08-02 07:31:39.681 -0400
6382,156772431,3097639,0,Reread the question.,5,19,2022-08-02 07:31:59.668 -0400
6383,156796893,3097639,0,Reread the question.,5,16,2022-08-02 07:32:16.083 -0400
6384,156796742,3097639,0,Reread the question.,5,14,2022-08-02 07:32:30.839 -0400
6385,156772042,3097639,0,Reread the question.,5,19,2022-08-02 07:32:50.481 -0400
6386,156799799,3097639,0,Reread the question.,5,17,2022-08-02 07:33:08.305 -0400
6387,156769860,3097639,0,Reread the question.,5,12,2022-08-02 07:33:21.319 -0400
6388,156769881,3097639,4,Nice!,5,36,2022-08-02 07:33:58.273 -0400
6389,156769823,3097639,4,Nice!,5,55,2022-08-02 07:34:54.373 -0400
6390,156808016,3097639,4,Nice!,5,9,2022-08-02 07:35:03.889 -0400
6391,156770406,3097639,4,Nice!,5,6,2022-08-02 07:35:10.213 -0400
6392,156769854,3097639,4,Nice!,5,5,2022-08-02 07:35:16.103 -0400
6393,156808082,3097639,0,Reread the data in the chart. ,5,21,2022-08-02 07:35:37.751 -0400
6394,156770853,3097639,0,Reread the data in the chart.,5,12,2022-08-02 07:35:50.503 -0400
6395,156770228,3097639,0,Reread the question.,5,15,2022-08-02 07:36:06.246 -0400
6396,156771455,3097639,0,Read the chart and the question.,5,18,2022-08-02 07:36:24.376 -0400
6397,156770171,3097639,4,Awesome!,5,45,2022-08-02 07:37:10.001 -0400
6398,156796650,3097639,0,Reread the question.,5,13,2022-08-02 07:37:23.965 -0400
6399,156770231,3097639,0,Reread the chart and question.,5,16,2022-08-02 07:37:40.665 -0400
6400,156769873,3097639,4,Awesome!,5,12,2022-08-02 07:37:53.428 -0400
6401,156771167,3097639,4,Awesome!,5,27,2022-08-02 07:38:20.611 -0400
6402,156770129,3097639,4,Awesome!,5,14,2022-08-02 07:38:35.699 -0400
6403,156796259,3097639,0,Reread the question.,5,15,2022-08-02 07:38:51.223 -0400
6404,156770292,3097639,0,Reread the question.,5,16,2022-08-02 07:39:07.924 -0400
6405,156770763,3097639,0,Reread the data on the chart. ,5,18,2022-08-02 07:39:26.580 -0400
6406,156796601,3097639,0,Reread the question.,5,26,2022-08-02 07:39:52.760 -0400
6407,156771851,3097639,0,Reread the question.,5,14,2022-08-02 07:40:07.142 -0400
6408,156800537,3097639,1,State your explanation.,5,16,2022-08-02 07:40:23.664 -0400
6409,156770760,3097639,0,Reread the data in the chart.,5,15,2022-08-02 07:40:39.587 -0400
6410,156770515,3097639,0,Explain how you found the number of worms. ,5,30,2022-08-02 07:41:10.093 -0400
6411,156771199,3097639,4,Awesome!,5,12,2022-08-02 07:41:22.722 -0400
6412,156771277,3097639,4,Awesome!,5,12,2022-08-02 07:41:35.024 -0400
6413,156771272,3097639,4,Nice!,5,22,2022-08-02 07:41:57.953 -0400
6414,156771570,3097639,0,Reread the prompt. ,5,39,2022-08-02 07:42:37.219 -0400
6415,156771247,3097639,4,Awesome!,5,11,2022-08-02 07:42:49.135 -0400
6416,156771255,3097639,4,Awesome!,5,16,2022-08-02 07:43:06.084 -0400
6417,132016323,3141985,3,Correct response ,5,31,2022-08-02 13:15:05.737 -0400
6418,132442742,3141985,2,Partially correct response ,5,44,2022-08-02 13:15:50.094 -0400
6419,132549333,3141985,4,Excellent response ,5,12,2022-08-02 13:16:02.418 -0400
6420,132056618,3141985,4,Excellent response ,5,9,2022-08-02 13:16:12.408 -0400
6421,132021072,3141985,1,Incorrect response ,5,13,2022-08-02 13:16:26.196 -0400
6422,132784282,3141985,3,Correct response ,5,41,2022-08-02 13:17:08.313 -0400
6423,132021241,3141985,3,Almost completely correct response ,5,37,2022-08-02 13:17:45.944 -0400
6424,132568897,3141985,2,Partially correct response ,5,16,2022-08-02 13:18:03.047 -0400
6425,132520431,3141985,2,Partially correct response ,5,12,2022-08-02 13:18:15.259 -0400
6426,132305352,3141985,1,Incorrect response ,5,16,2022-08-02 13:18:31.451 -0400
6427,132093750,3141985,3,Correct response ,5,15,2022-08-02 13:18:46.623 -0400
6428,132248190,3141985,1,Incorrect response ,5,23,2022-08-02 13:19:10.310 -0400
6429,132248161,3141985,2,Not enough information ,5,24,2022-08-02 13:19:34.828 -0400
6430,132353086,3141985,2,Partially correct ,5,313,2022-08-02 13:24:48.757 -0400
6431,153804667,3141985,1,Incorrect response ,5,27,2022-08-02 13:25:16.429 -0400
6432,153774309,3141985,1,Incorrect response ,5,59,2022-08-02 13:26:16.101 -0400
6433,153807134,3141985,1,No explanation ,5,35,2022-08-02 13:26:51.413 -0400
6434,153807149,3141985,1,Incorrect response ,5,11,2022-08-02 13:27:03.481 -0400
6435,153807174,3141985,0,Incorrect response ,5,18,2022-08-02 13:27:22.336 -0400
6436,153804023,3141985,3,Correct response ,5,27,2022-08-02 13:27:49.667 -0400
6437,153769118,3141985,2,Partial information omitted ,5,67,2022-08-02 13:28:57.073 -0400
6438,154168569,3141985,1,Incorrect response ,5,12,2022-08-02 13:29:09.721 -0400
6439,153771796,3141985,3,Correct response ,5,13,2022-08-02 13:29:23.769 -0400
6440,154149726,3141985,0,Incorrect response ,5,11,2022-08-02 13:29:35.028 -0400
6441,154072386,3141985,1,Incorrect response ,5,10,2022-08-02 13:29:45.324 -0400
6442,154122671,3141985,3,Correct response ,5,52,2022-08-02 13:30:37.674 -0400
6443,154172586,3141985,1,Directions not followe,5,30,2022-08-02 13:31:08.272 -0400
6444,154192851,3141985,1,Incorrect response ,5,11,2022-08-02 13:31:20.035 -0400
6445,154088030,3141985,1,Partially correct response ,5,17,2022-08-02 13:31:37.538 -0400
6446,154135735,3141985,1,Incorrect response,5,17,2022-08-02 13:31:55.242 -0400
6447,154084590,3141985,1,Incorrect response ,5,11,2022-08-02 13:32:06.357 -0400
6448,154086124,3141985,0,Incorrect responses,5,16,2022-08-02 13:32:22.585 -0400
6449,154123763,3141985,1,Incorrect response,5,14,2022-08-02 13:32:36.954 -0400
6450,154173602,3141985,3,Correct response ,5,20,2022-08-02 13:32:57.884 -0400
6451,154144152,3141985,2,Partially correct response ,5,23,2022-08-02 13:33:21.237 -0400
6452,154088338,3141985,2,Did not follow directions ,5,34,2022-08-02 13:33:56.310 -0400
6453,154087889,3141985,2,Partially correct response ,5,42,2022-08-02 13:34:38.872 -0400
6454,154087921,3141985,2,Partially correct response ,5,52,2022-08-02 13:35:31.917 -0400
6455,154122044,3141985,2,Did not completely follow directions.,5,30,2022-08-02 13:36:02.144 -0400
6456,144652730,3141985,4,Excellent response ,5,19,2022-08-02 13:36:21.531 -0400
6457,144583078,3141985,4,Excellent response ,5,30,2022-08-02 13:36:52.195 -0400
6458,144704702,3141985,1,Incorrect response ,5,13,2022-08-02 13:37:06.278 -0400
6459,144765706,3141985,3,Correct response ,5,15,2022-08-02 13:37:22.376 -0400
6460,144098695,3141985,3,Correct response ,5,21,2022-08-02 13:37:44.148 -0400
6461,144485699,3141985,1,Incorrect response ,5,25,2022-08-02 13:38:10.032 -0400
6462,144444719,3141985,2,Partial response ,5,286,2022-08-02 13:42:56.375 -0400
6463,144581770,3141985,3,Correct response ,5,121,2022-08-02 13:44:57.785 -0400
6464,144541645,3141985,3,Correct response ,5,12,2022-08-02 13:45:10.224 -0400
6465,144838871,3141985,1,Incorrect response ,5,16,2022-08-02 13:45:26.574 -0400
6466,144644490,3141985,3,Correct response ,5,15,2022-08-02 13:45:42.437 -0400
6467,132016323,3141985,3,Correct response ,5,31,2022-08-02 13:46:13.630 -0400
6468,132442742,3141985,4,Excellent response ,5,8,2022-08-02 13:46:22.035 -0400
6469,132549333,3141985,4,Excellent response ,5,7,2022-08-02 13:46:29.781 -0400
6470,132056618,3141985,4,Excellent response ,5,11,2022-08-02 13:46:41.927 -0400
6471,132021072,3141985,2,Partially correct response ,5,18,2022-08-02 13:47:00.607 -0400
6472,132784282,3141985,4,Excellent response ,5,9,2022-08-02 13:47:10.476 -0400
6473,132021241,3141985,2,Partially correct response ,5,11,2022-08-02 13:47:22.341 -0400
6474,132568897,3141985,2,Partially correct response ,5,21,2022-08-02 13:47:44.494 -0400
6475,132520431,3141985,2,Partially explained,5,20,2022-08-02 13:48:05.084 -0400
6476,132305352,3141985,1,Incorrect response ,5,15,2022-08-02 13:48:20.833 -0400
6477,132093750,3141985,1,Partial explanation ,5,13,2022-08-02 13:48:34.892 -0400
6478,132248190,3141985,1,Incorrect response ,5,9,2022-08-02 13:48:44.258 -0400
6479,132248161,3141985,2,Partial response ,5,41,2022-08-02 13:49:25.628 -0400
6480,132353086,3141985,2,Partial response ,5,15,2022-08-02 13:49:41.039 -0400
6481,153804667,3141985,2,Partially correct response ,5,48,2022-08-02 13:50:30.176 -0400
6482,153774309,3141985,2,Partially correct response ,5,13,2022-08-02 13:50:44.056 -0400
6483,153807134,3141985,2,Not enough information ,5,15,2022-08-02 13:50:59.289 -0400
6484,153807149,3141985,1,Incorrect response ,5,23,2022-08-02 13:51:22.495 -0400
6485,153807174,3141985,1,Incorrect response ,5,8,2022-08-02 13:51:30.846 -0400
6486,153804023,3141985,3,Correct response ,5,20,2022-08-02 13:51:51.147 -0400
6487,153769118,3141985,3,Correct response ,5,39,2022-08-02 13:52:31.166 -0400
6488,154168569,3141985,1,Incorrect response ,5,18,2022-08-02 13:52:50.094 -0400
6489,153771796,3141985,3,Correct response ,5,14,2022-08-02 13:53:04.724 -0400
6490,154149726,3141985,1,Incorrect response ,5,20,2022-08-02 13:53:25.324 -0400
6491,154072386,3141985,1,Incorrect response ,5,10,2022-08-02 13:53:35.864 -0400
6492,154122671,3141985,3,Correct responses,5,31,2022-08-02 13:54:07.524 -0400
6493,154172586,3141985,1,Incorrect responses,5,18,2022-08-02 13:54:25.760 -0400
6494,154192851,3141985,1,Incorrect responses,5,27,2022-08-02 13:54:53.070 -0400
6495,154088030,3141985,0,Incorrect responses ,5,13,2022-08-02 13:55:06.853 -0400
6496,154135735,3141985,0,Incorrect responses ,5,25,2022-08-02 13:55:32.075 -0400
6497,154084590,3141985,1,Partial response ,5,15,2022-08-02 13:55:47.432 -0400
6498,154086124,3141985,0,Incorrect responses ,5,12,2022-08-02 13:56:00.497 -0400
6499,154123763,3141985,0,Incorrect response ,5,9,2022-08-02 13:56:09.848 -0400
6500,154173602,3141985,3,Correct responses,5,21,2022-08-02 13:56:31.411 -0400
6501,154144152,3141985,2,Partial mistake ,5,30,2022-08-02 13:57:01.817 -0400
6502,154088338,3141985,1,Incorrect response ,5,19,2022-08-02 13:57:21.041 -0400
6503,154087889,3141985,2,Partially incorrect response ,5,20,2022-08-02 13:57:42.139 -0400
6504,154087921,3141985,2,Partially incorrect response ,5,20,2022-08-02 13:58:03.110 -0400
6505,154122044,3141985,1,Did not follow directions ,5,20,2022-08-02 13:58:23.502 -0400
6506,144652730,3141985,4,Excellent response ,5,15,2022-08-02 13:58:38.690 -0400
6507,144583078,3141985,4,Excellent response ,5,9,2022-08-02 13:58:48.694 -0400
6508,144704702,3141985,1,Incorrect response ,5,10,2022-08-02 13:58:59.836 -0400
6509,144765706,3141985,3,Correct response ,5,9,2022-08-02 13:59:09.591 -0400
6510,144098695,3141985,3,Correct response ,5,11,2022-08-02 13:59:20.896 -0400
6511,144485699,3141985,1,Incorrect response ,5,8,2022-08-02 13:59:29.715 -0400
6512,144444719,3141985,3,Correct response ,5,17,2022-08-02 13:59:46.883 -0400
6513,144581770,3141985,3,Correct response ,5,11,2022-08-02 13:59:58.453 -0400
6514,144541645,3141985,3,Correct response ,5,18,2022-08-02 14:00:17.198 -0400
6515,144838871,3141985,1,Incorrect response ,5,18,2022-08-02 14:00:36.205 -0400
6516,144644490,3141985,2,Partially explained,5,48,2022-08-02 14:01:24.734 -0400
6517,151193726,65365,1,Be more specific with your response here.,5,39,2022-08-02 17:06:52.697 -0400
6518,151183090,65365,1,Along the right thinking but missing some information.,5,25,2022-08-02 17:07:18.511 -0400
6519,151222845,65365,0,Provide your thinking and where the answer comes from.,5,18,2022-08-02 17:07:37.374 -0400
6520,151080034,65365,0,Be sure to try or ask for help.,5,9,2022-08-02 17:07:47.402 -0400
6521,151015878,65365,2,Along the right thinking but each team loses 2 players from each time.,5,36,2022-08-02 17:08:24.545 -0400
6522,151020988,65365,1,Continue your thinking. ,5,193,2022-08-02 17:11:38.202 -0400
6523,151048164,65365,1,Continue the problem and explain your thinking.,5,22,2022-08-02 17:12:01.202 -0400
6524,151028578,65365,4,Excellent job.,5,11,2022-08-02 17:12:12.818 -0400
6525,151102586,65365,1,Continue the problem.,5,7,2022-08-02 17:12:20.391 -0400
6526,151249162,65365,3,Show your work.,5,13,2022-08-02 17:12:33.796 -0400
6527,151014874,65365,4,"Yes, nice job.",5,21,2022-08-02 17:12:55.423 -0400
6528,151745648,65365,2,"Along the right thinking, remember 2 players come away from each team.",5,25,2022-08-02 17:13:20.720 -0400
6529,155930214,65365,2,Explain how to use the distributive property to make this simplified.,5,29,2022-08-02 17:13:50.724 -0400
6530,155754366,65365,2,How can you use the distributive property to solve this easier.,5,26,2022-08-02 17:14:16.901 -0400
6531,155754356,65365,0,What did you do to come up with this answer.,5,25,2022-08-02 17:14:42.255 -0400
6532,155760218,65365,3,"Finish the problem, is there an easier way to use the distributive property.",5,32,2022-08-02 17:15:15.210 -0400
6533,155811648,65365,0,How did you come up with this answer.,5,10,2022-08-02 17:15:25.663 -0400
6534,155836207,65365,2,How can you use the distributive property to make this easier to solve.,5,20,2022-08-02 17:15:46.304 -0400
6535,155820458,65365,0,Explain the steps.,5,13,2022-08-02 17:16:00.285 -0400
6536,155874966,65365,0,Show your work and thinking or ask for help.,5,13,2022-08-02 17:16:14.162 -0400
6537,155835070,65365,4,Excellent job.,5,15,2022-08-02 17:17:28.884 -0400
6538,155838736,65365,0,Show your work as to how you got your answer.,5,21809,2022-08-02 23:20:58.894 -0400
6539,155946141,65365,0,Be sure to provide steps of how to reach the answer.,5,200,2022-08-02 23:24:20.117 -0400
6540,153896888,65365,3,Or 7 feet away from zero.,5,18,2022-08-02 23:24:39.198 -0400
6541,153928771,65365,0,Make sure to ask for help or try to give an answer.,5,17,2022-08-02 23:24:56.631 -0400
6542,153899911,65365,4,"Yes, nice job.",5,12,2022-08-02 23:25:09.102 -0400
6543,153910512,65365,3,Or the distance from zero.,5,23,2022-08-02 23:25:33.426 -0400
6544,153897205,65365,3,Or the distance from zero.,5,11,2022-08-02 23:25:44.819 -0400
6545,153897002,65365,0,Be sure to ask for help or give an answer.,5,19,2022-08-02 23:26:04.610 -0400
6546,153927420,65365,4,Or 7 feet away from zero.,5,14,2022-08-02 23:26:19.475 -0400
6547,153896521,65365,3,Or 7 feet from zero.,5,13,2022-08-02 23:26:33.021 -0400
6548,153927996,65365,0,This does not match the context.,5,15,2022-08-02 23:26:49.280 -0400
6549,153927832,65365,4,"Yes, nice job.",5,9,2022-08-02 23:26:59.162 -0400
6550,153926469,65365,3,Or 7 feet from zero.,5,15,2022-08-02 23:27:14.796 -0400
6551,153896685,65365,3,Or 7 feet from zero.,5,13,2022-08-02 23:27:28.150 -0400
6552,153900118,65365,3,Include an inequality with a variable and one number.,5,51,2022-08-02 23:28:19.690 -0400
6553,153897849,65365,1,Inequality should include a variable and one number.riable ,5,43,2022-08-02 23:29:03.623 -0400
6554,153830235,65365,0,Be sure to try or ask for help.,5,11,2022-08-02 23:29:15.195 -0400
6555,154167975,65365,4,Nice job.,5,10,2022-08-02 23:29:25.630 -0400
6556,153846695,65365,1,Are you sure the book amount is greater than $5?,5,31,2022-08-02 23:29:57.394 -0400
6557,153897868,65365,1,Be sure to include a variable and one amount.,5,21,2022-08-02 23:30:19.095 -0400
6558,153897293,65365,1,Include an inequality for the situation.,5,24,2022-08-02 23:30:43.606 -0400
6559,153846475,65365,4,"Yes, nice job.",5,7,2022-08-02 23:30:51.518 -0400
6560,155928309,65365,4,"Yes, nice job.",5,8,2022-08-02 23:31:00.542 -0400
6561,153954983,65365,1,Be more specific with what you mean.,5,19,2022-08-02 23:31:20.026 -0400
6562,153846845,65365,4,"Yes, nice job.",5,7,2022-08-02 23:31:27.257 -0400
6563,153899771,65365,4,"Yes, nice job.",5,8,2022-08-02 23:31:35.564 -0400
6564,153846516,65365,4,"Yes, nice job.",5,9,2022-08-02 23:31:44.728 -0400
6565,153883036,65365,4,"Yes, nice job.",5,7,2022-08-02 23:31:52.065 -0400
6566,153900259,65365,4,"Yes, nice job.",5,7,2022-08-02 23:31:59.555 -0400
6567,151193726,65365,2,Along the right  thinking but consider 2 taken away for each of the teams.,5,56,2022-08-02 23:32:55.777 -0400
6568,151183090,65365,2,Missing some information.,5,19,2022-08-02 23:33:15.430 -0400
6569,151222845,65365,0,Be sure to include steps of how to reach the answer given.,5,25,2022-08-02 23:33:41.375 -0400
6570,151080034,65365,0,Be sure to try or ask for help.,5,14,2022-08-02 23:33:56.456 -0400
6571,151015878,65365,2,"Along the right thinking, 2 people were taken out of each team.",5,33,2022-08-02 23:34:30.360 -0400
6572,151020988,65365,1,Be sure to give reasoning to your thinking.,5,22,2022-08-02 23:34:52.673 -0400
6573,151048164,65365,2,Along the right steps but missing some steps.,5,24,2022-08-02 23:35:17.974 -0400
6574,151028578,65365,4,Excellent Job.,5,18,2022-08-02 23:35:36.283 -0400
6575,151102586,65365,1,Be more specific with your solving and thinking.,5,23,2022-08-02 23:35:59.543 -0400
6576,151249162,65365,1,"Where did you come up with this answer, be sure to equation that was solved.",5,32,2022-08-02 23:36:32.659 -0400
6577,151014874,65365,4,"Yes, nice job.",5,13,2022-08-02 23:36:46.351 -0400
6578,151745648,65365,2,Along the right thinking.,5,118,2022-08-02 23:38:45.204 -0400
6579,155930214,65365,2,How could the distributive property be used to solve the problem?,5,54,2022-08-02 23:39:39.936 -0400
6580,155754366,65365,1,Be sure to use the distributive property to solve an easier math problem.,5,46,2022-08-02 23:40:26.211 -0400
6581,155754356,65365,0,Be sure to include the work for the answer.,5,17,2022-08-02 23:40:44.014 -0400
6582,155760218,65365,3,Include how to find the answer and consider if there is an easier way to use the distributive property to solve.,5,56,2022-08-02 23:41:41.157 -0400
6583,155811648,65365,0,Be sure to show the steps taken.,5,20,2022-08-02 23:42:01.982 -0400
6584,155836207,65365,1,Use the distributive property to solve.,5,22,2022-08-02 23:42:24.524 -0400
6585,155820458,65365,1,Use the distributive property to solve.,5,19,2022-08-02 23:42:44.036 -0400
6586,155874966,65365,0,Show the steps to solve.,5,14,2022-08-02 23:42:59.106 -0400
6587,155835070,65365,4,"Yes, nice job.",5,16,2022-08-02 23:43:16.096 -0400
6588,155838736,65365,0,Be sure to show the steps to reach the answer.,5,24,2022-08-02 23:43:41.121 -0400
6589,155946141,65365,0,Be sure to show the steps to finding the answer.,5,34,2022-08-02 23:44:16.104 -0400
6590,153896888,65365,3,Also could be 7 feet away from zero.,5,21,2022-08-02 23:44:37.320 -0400
6591,153928771,65365,0,Be sure to try or ask for help.,5,13,2022-08-02 23:44:51.771 -0400
6592,153899911,65365,3,Or it could be 7 feet from zero.,5,24,2022-08-02 23:45:16.909 -0400
6593,153910512,65365,3,Or it could be 7 feet from zero.,5,21,2022-08-02 23:45:38.682 -0400
6594,153897205,65365,3,Or it could be 7 feet from zero.,5,14,2022-08-02 23:45:53.212 -0400
6595,153897002,65365,0,Ask for help.,5,21,2022-08-02 23:46:14.387 -0400
6596,153927420,65365,4,"Yes, nice job.",5,8,2022-08-02 23:46:22.942 -0400
6597,153896521,65365,3,Or 7 feet from zero.,5,13,2022-08-02 23:46:36.245 -0400
6598,153927996,65365,0,Ask for help.,5,10,2022-08-02 23:46:46.846 -0400
6599,153927832,65365,4,"Yes, nice job.",5,10,2022-08-02 23:46:57.277 -0400
6600,153926469,65365,3,or it could be 7 feet from zero.,5,26,2022-08-02 23:47:24.133 -0400
6601,153896685,65365,3,Nice or it could be 7 feet from zero.,5,27,2022-08-02 23:47:51.407 -0400
6602,153900118,65365,2,An inequality only needs a variable and one number.,5,34,2022-08-02 23:48:26.143 -0400
6603,153897849,65365,1,An inequality only needs one number and one variable.,5,25,2022-08-02 23:48:52.234 -0400
6604,153830235,65365,0, Be sure to try or ask for help.,5,18,2022-08-02 23:49:10.887 -0400
6605,154167975,65365,4,"Yes, nice job.",5,15,2022-08-02 23:49:26.237 -0400
6606,153846695,65365,1,The books should cost less than 5.,5,27,2022-08-02 23:49:53.510 -0400
6607,153897868,65365,1,Include one number and one variable.,5,25,2022-08-02 23:50:19.431 -0400
6608,153897293,65365,1,Be sure to write an inequality.,5,17,2022-08-02 23:50:36.758 -0400
6609,153846475,65365,4,"Yes, nice job.",5,13,2022-08-02 23:50:50.495 -0400
6610,155928309,65365,4,"Yes, nice job.",5,16,2022-08-02 23:51:07.188 -0400
6611,153954983,65365,1,Be more specific with your thinking.,5,21,2022-08-02 23:51:28.545 -0400
6612,153846845,65365,4,"Yes, nice job.",5,19,2022-08-02 23:51:48.644 -0400
6613,153899771,65365,3,In addition to 60 mph the speed could be less than 60 mph.,5,41,2022-08-02 23:52:29.873 -0400
6614,153846516,65365,4,"Yes, nice job.",5,17,2022-08-02 23:52:47.129 -0400
6615,153883036,65365,3,The speed could also be less than 60 mph.,5,31,2022-08-02 23:53:19.041 -0400
6616,153900259,65365,3,Include other situations. ,5,34,2022-08-02 23:53:53.641 -0400
6617,132016323,2912675,4,Your thinking is clear and your answer is correct. ,5,115,2022-08-03 10:27:10.940 -0400
6618,132442742,2912675,3,Nice work! (They were swimming not running). I'm wondering if you can explain further what you mean by 1/26 is bigger than 1/25. ,5,58,2022-08-03 10:28:09.300 -0400
6619,132549333,2912675,2,I agree with your answer and can follow your thinking. How do you know that Eva is the fastest swimmer?,5,37,2022-08-03 10:28:46.438 -0400
6620,132056618,2912675,3,"Nice work. So based on this, who is the faster swimmer?",5,18,2022-08-03 10:29:05.073 -0400
6621,132021072,2912675,1,"It looks like you have some of the right thinking, but your answer is flawed. ",5,38,2022-08-03 10:29:43.488 -0400
6622,132784282,2912675,2,How do you know?,5,13,2022-08-03 10:29:57.529 -0400
6623,132021241,2912675,2,Hmmm 75 divided by 3 is not 23. ,5,14,2022-08-03 10:30:12.469 -0400
6624,132568897,2912675,1,Your answer is incomplete and hard to understand. ,5,11,2022-08-03 10:30:23.571 -0400
6625,132520431,2912675,2,How do you know? Can you explain the method that you used to determine your answer?,5,17,2022-08-03 10:30:40.879 -0400
6626,132305352,2912675,1,I am not following your thinking. ,5,29,2022-08-03 10:31:10.070 -0400
6627,132093750,2912675,1,Can you explain your reasoning more? Who did you determine to be the faster swimmer?,5,21,2022-08-03 10:31:31.974 -0400
6628,132248190,2912675,1,I am not following your thinking,5,36,2022-08-03 10:32:08.210 -0400
6629,132248161,2912675,0,Your answer is incomplete. ,5,9,2022-08-03 10:32:18.217 -0400
6630,132353086,2912675,2,"Your explanation is a bit confusing, can you clarify?",5,29,2022-08-03 10:32:48.095 -0400
6631,153804667,2912675,3,How did you find the 70 and 120? ,5,17,2022-08-03 10:33:06.163 -0400
6632,153774309,2912675,1,Hmm. What made you add 30? ,5,27,2022-08-03 10:33:34.161 -0400
6633,153807134,2912675,1,"Yes, that is correct. However, the question is asking you to find the score for Clare.",5,20,2022-08-03 10:33:54.531 -0400
6634,153807149,2912675,1,I am not sure how you got to this answer. Can you explain further?,5,16,2022-08-03 10:34:11.039 -0400
6635,153807174,2912675,2,This looks like a good start. I'm wondering what made you subtract 50 from 120. Where did you get 120 from?,5,28,2022-08-03 10:34:40.042 -0400
6636,153804023,2912675,2,"This looks like a good start, can you explain further?",5,174,2022-08-03 10:37:34.858 -0400
6637,153769118,2912675,1,"You would find the mean by adding the 3 scores together and dividing by 3. And you are correct, you would get 40. However, what is the number of points that Clare scored?",5,25,2022-08-03 10:38:00.898 -0400
6638,154168569,2912675,0,Your answer is incorrect. You are on the right track with adding the 20 and the 30.  ,5,313,2022-08-03 10:43:14.952 -0400
6639,153771796,2912675,4,Nice work!,5,6,2022-08-03 10:43:21.756 -0400
